COMPANY_ID,IQ_BUSINESS_DESCRIPTION
39280611,"Dicerna Pharmaceuticals, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of ribonucleic acid interference (RNAi)-based pharmaceuticals. It develops pharmaceuticals using its GalXC RNAi platform for the treatment of diseases involving the liver, including rare, cardiometabolic, viral, chronic liver, and complement-mediated diseases, as well as neurodegenerative diseases and pain. The company�s principal development programs include Nedosiran for primary hyperoxaluria; RG6346 for the treatment of chronic hepatitis B virus infection; Belcesiran for alpha-1 antitrypsin deficiency-associated liver disease; and DCR-AUD for the treatment of alcohol use disorder. It has collaboration agreements with Novo Nordisk A/S; F. Hoffmann-La Roche Ltd and Hoffmann-La Roche Inc.; Eli Lilly, and Company; Alexion Pharmaceuticals, Inc.; Boehringer Ingelheim International GmbH; and Alnylam Pharmaceuticals, Inc. Dicerna Pharmaceuticals, Inc. was formerly known as Oncorna Pharmaceuticals, Inc. and changed its name to Dicerna Pharmaceuticals, Inc. on April 19, 2007. The company was incorporated in 2006 and is based in Lexington, Massachusetts with additional offices in Boulder, Colorado, and Lexington, Massachusetts. As of December 28, 2021, Dicerna Pharmaceuticals, Inc. operates as a subsidiary of Novo Nordisk A/S."
23568713,"Avacta Group Plc develops cancer drugs and in vitro diagnostics in the United Kingdom, France, North America, South Korea, rest of Europe, and internationally. The company operates through Diagnostics and Therapeutics segments. It provides its proprietary Affimer and pre|CISION technology platforms, which is used to deliver a portfolio of differentiated th therapeutic and diagnostic products that addresses various markets. The company develops AVA6000, a peptide drug conjugate form of doxorubicin that is in Phase I clinical trial to treat locally advanced or metastatic solid tumour; AVA3996, a tumor-activated proteasome inhibitor based on Velcade; and AVA032, a bispecific molecule which is in pre-clinical trials that regulates the activation and proliferation of immune cells. It develops AVA-028-PD-L1 Affimer/ImmunoCytokines; AVA-021 - PD-L1 Affimer/LAG-3 Affimer; and TMAC platform that utilizes the proprietary pre|CISION substrate to provide for the selective release of a drug moiety by FAP?. The company has a collaboration agreement with LG Chem for developing and commercializing Affimer based therapeutics. Avacta Group Plc was incorporated in 2003 and is based in Wetherby, the United Kingdom."
9637643,"As of January 4, 2018, Inotek Pharmaceuticals Corporation was acquired by Rocket Pharmaceuticals, Ltd., in a reverse merger transaction. Inotek Pharmaceuticals Corporation, a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of therapies for glaucoma and other diseases of the eye in the United States. The product pipeline includes Trabodenoson, a monotherapy dosed in an eye drop that is in Phase III clinical trials; Trabodenoson-Latanoprost Fixed-Dose Combination, which has completed Phase II study for use in patients with higher intraocular pressures; and Trabodenoson for optic neuropathy and degenerative retinal diseases. The company was founded in 1999 and is headquartered in Lexington, Massachusetts."
23928419,"KYTHERA Biopharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of prescription products for the aesthetic medicine market in the United States and internationally. Its product candidate, ATX-101, is an injectable drug in late-stage clinical development for the reduction of submental fat. The company also maintains research interest in hair and fat biology, pigmentation modulation, and facial contouring. It has a collaboration arrangement with Bayer Consumer Care AG and a related collaboration agreement with Bayer Consumer Care AG�s affiliate, Intendis GmbH to develop and commercialize ATX-101 outside the United States and Canada. The company was formerly known as AESTHERx, Inc. and changed its name to KYTHERA Biopharmaceuticals, Inc. in July 2006. KYTHERA Biopharmaceuticals, Inc. was founded in 2004 and is headquartered in Westlake Village, California. Kythera Biopharmaceuticals, Inc. operates as a subsidiary of Allergan plc."
9896965,"Cenra Inc. engages in the research and development, manufacture, and sale of generic pharmaceutical and healthcare products for humans and animals. It offers active pharmaceutical ingredients, generic drugs for human use, over to the counter drugs, health care products for the prevention of diseases and self-care, home care and cosmetics, and animal healthcare products. The company also research and development, contracting manufacturing and international business, sale and distribution of pharmaceutical brands, and senior care services. Cenra Inc. was founded in 1952 and is headquartered in Taipei, Taiwan."
432220968,"SNDL Inc. engages in the production, distribution, and sale of cannabis products in Canada. The company operates through Liquor Retail, Cannabis Retail, Cannabis Operations, and Investments segments. It engages in the cultivation, distribution, and sale of cannabis for the adult-use and medical markets; sells wines, beers, and spirits through wholly owned liquor stores; and private sale of recreational cannabis through wholly owned and franchised retail cannabis stores. In addition, the company produces and distributes inhalable products, such as flower, pre-rolls, and vapes. It offers its products under the Top Leaf, Sundial Cannabis, Palmetto, and Grasslands brands. The company was formerly known as Sundial Growers Inc. and changed its name to SNDL Inc. in July 2022. SNDL Inc. was incorporated in 2006 and is headquartered in Calgary, Canada."
9885878,"As of April 17, 2007, New River Pharmaceuticals, Inc. was acquired by Shire plc. New River Pharmaceuticals, Inc., through its subsidiaries, operates as a specialty pharmaceutical company. It focuses on developing pharmaceuticals for various markets for amphetamines and opioid analgesics. The company�s products include Vvyanse, which is a stimulant used to treat psychiatric disorders; NRP290, which is an opioid used to treat acute pain; and NRP409, which is in Phase I clinical used for hypothyroidism and other indications. New River Pharmaceuticals was founded in 1996 and is headquartered in Radford, Virginia."
882989,"Egis Gy�gyszergy�r Z�rtk�ruen Muk�do R�szv�nyt�rsas�g researches, develops, produces, sells, and markets pharmaceutical materials and finished medicines in Hungry. It offers generic products and active ingredients primarily for the treatment of the cardiovascular, central nervous, and respiratory systems. Egis Gy�gyszergy�r Z�rtk�ruen Muk�do R�szv�nyt�rsas�g exports its products to approximately 60 countries worldwide, including the Russian Federation, other CIS-countries, Central Eastern Europe, France, the United Kingdom, Holland, Japan, and the United States. The company was founded in 1913 and is headquartered in Budapest, Hungary. Egis Gy�gyszergy�r Z�rtk�ruen Muk�do R�szv�nyt�rsas�g is a subsidiary of Arts et Techniques du Progr�s S.A.S."
558837,"Photocure ASA, together with its subsidiaries, engages in the research, development, production, distribution, marketing, and sale of pharmaceutical products in Nordic countries, Germany, France, Austria, the United Kingdom, the BeNeLux, Italy, other European Countries, Canada, and the United States. It operates through Commercial Franchise and Development Portfolio segments. The company offers Hexvix/Cysview for the detection and management of bladder cancer. It also develops Cevira for the treatment of human papilloma virus-induced cervical precancerous lesions. The company has a license agreement with Asieris MediTech Co to develop and commercialize Cevira, as well as strategic agreement with Richard Wolf GmbH to develop and commercialize a next-generation 4K LED high-definition (HD) reusable flexible blue light cystoscope based on Richard Wolf's System blue technology. It sells its products to pharmaceutical wholesalers, pharmacies, and hospitals through license partners. Photocure ASA was founded in 1993 and is headquartered in Oslo, Norway."
625814286,"Lexeo Therapeutics, Inc. operates as a clinical stage genetic medicine company that focuses on hereditary and acquired diseases. The company develops LX2006, which is an AAVrh10-based gene therapy candidate for the treatment of Friedreich�s ataxia (FA) cardiomyopathy; LX2020, an AAVrh10-based gene therapy candidate for the treatment of plakophilin-2 arrhythmogenic cardiomyopathy; LX2021, a gene therapy candidate for the treatment of DSP cardiomyopathy associated with it; and LX2022, a gene therapy candidate for the treatment of hypertrophic cardiomyopathy, or HCM caused by TNNI3 gene. It also develops LX1001, an AAVrh10-based gene therapy candidate for the treatment of APOE4 homozygous; LX1020, a gene therapy candidate for the treatment of APOE4 homozygous; LX1021 for the treatment of APOE4 homozygotes; and LX1004 for the treatment of CLN2 Batten disease. The company was incorporated in 2017 and is based in New York, New York."
31665,"IsoTis S.A. develops, manufactures, and markets orthobiological products for the treatment of musculoskeletal diseases and disorders. It offers bone graft substitutes that promote the regeneration of bone and are used to repair natural, trauma-related, and surgically-created defects common in orthopedic procedures, including spinal fusions. The company�s products include Accell 100 for use in filling voids or defects in bone, such as in spinal fusions or the repair of defects resulting from trauma; Accell Connexus for use in surgical applications, such as the repair of defects resulting from trauma, joint revisions, and the repair of bone fractures; and Accell Total Bone Matrix, which consists of a freeze-dried graft material that comes in various preformed configurations for use in spinal fusion, hip revision, and trauma applications. IsoTis also manufactures demineralized bone matrix (DBM) products, including DynaGraft II and OrthoBlast II; and synthetic bone graft substitutes, including OsSatura BCP and OsSatura TCP. DynaGraft II and OrthoBlast II are bone graft substitutes composed of DBM in reverse phase medium; and OsSatura BCP and OsSatura TCP are synthetic bone graft substitutes designed to be similar to human bone in both structure and chemical composition. The company markets and sells its products to orthopedic surgeons and neurosurgeons primarily in the United States, as well as in the United Kingdom, Italy, Spain, Belgium, Switzerland, South Africa, South Korea, Greece, Turkey, and in the Middle East. It sells its products through a network of independent distributor agents in the United States, and through stocking distributors in international markets. The company was formerly known as Modex Th�rapeutiques SA and changed its name to IsoTis S.A. in December 2002. IsoTis S.A. was founded in 1996 and is based in Lausanne, Switzerland. As of January 19, 2007, IsoTis S.A. operates as a subsidiary of IsoTis, Inc."
